City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Fukuechō,32.6881,128.8419,63.55,87,100,11.7,JP,1650742744
Scarborough,54.2797,-0.4044,47.77,88,0,5.99,GB,1650742452
Isangel,-19.55,169.2667,77.99,78,100,12.3,VU,1650742454
East Retford,53.3221,-0.9432,50.95,76,0,13.8,GB,1650742745
Kampot,10.6167,104.1833,78.85,81,46,1.36,KH,1650742745
Zaragoza,41.6561,-0.8773,55.02,63,75,23.02,ES,1650742626
Mitchell,43.7094,-98.0298,66.74,49,20,29.93,US,1650742746
Dubréka,9.7911,-13.5233,82.47,75,24,5.37,GN,1650742746
Khujner,23.7833,76.6,86.45,14,0,9.26,IN,1650742746
Palmer,42.1584,-72.3287,66.2,26,75,3.44,US,1650742747
Ulladulla,-35.35,150.4667,54.5,90,7,5.39,AU,1650742747
Kandrian,-6.2167,149.55,76.41,87,47,3.78,PG,1650742748
Puerto Suárez,-18.95,-57.8,91.96,58,75,8.05,BO,1650742748
Baharly,38.4362,57.4316,70.03,48,17,4.52,TM,1650742748
Torit,4.4133,32.5678,77.45,65,73,2.95,SS,1650742749
Atar,20.5169,-13.0499,82.65,20,0,10.67,MR,1650742749
Harrisonburg,38.4496,-78.8689,82.35,48,0,11.5,US,1650742637
Sibolga,1.7427,98.7792,78.22,88,100,2.95,ID,1650742750
Dalvik,65.9702,-18.5286,48.13,67,29,1.63,IS,1650742750
Xinzhi,36.4989,111.7047,67.42,40,100,2.59,CN,1650742750
Jumla,29.2747,82.1838,48.69,51,0,3.96,NP,1650742744
Kamaishi,39.2667,141.8833,44.51,65,77,4.0,JP,1650742751
Nurobod,40.9056,69.8023,65.91,61,100,5.21,UZ,1650742751
Matagami,49.7502,-77.6328,41.11,20,0,9.22,CA,1650742751
Dolisie,-4.1997,12.6739,71.13,99,100,1.99,CG,1650742752
Hambantota,6.1241,81.1185,80.76,79,100,2.06,LK,1650742752
Tateyama,34.9833,139.8667,66.13,77,75,11.5,JP,1650742752
Kikwit,-5.041,18.8162,71.13,97,100,1.23,CD,1650742753
Egvekinot,66.3167,-179.1667,18.54,90,100,0.25,RU,1650742753
Faya,18.3851,42.4509,64.51,41,27,1.61,SA,1650742754
Margate,51.3813,1.3862,54.1,81,100,8.01,GB,1650742754
Miraflores,19.2167,-98.8083,77.04,27,43,7.18,MX,1650742754
Lahuachaca,-17.3667,-67.6667,60.39,19,69,9.91,BO,1650742755
Härnösand,62.6323,17.9379,39.2,76,47,10.87,SE,1650742755
Souillac,-20.5167,57.5167,77.38,69,40,13.8,MU,1650742755
Blagoyevo,63.3667,47.9167,33.17,100,100,2.24,RU,1650742756
Shuangcheng,45.35,126.2833,40.68,64,9,8.75,CN,1650742756
Eydhafushi,5.1033,73.0708,84.45,73,88,11.16,MV,1650742756
Buala,-8.145,159.5921,80.2,80,65,3.0,SB,1650742756
Emerald,-23.5333,148.1667,68.14,77,100,17.27,AU,1650742757
Verkh-Usugli,52.7,115.1667,27.54,51,98,1.59,RU,1650742757
Crixás,-14.5489,-49.9692,85.96,56,61,3.49,BR,1650742757
Bandrele,-12.9067,45.1914,83.95,74,0,12.66,YT,1650742758
Lodja,-3.4833,23.4333,70.97,98,100,1.41,CD,1650742758
Pangnirtung,66.1451,-65.7125,10.4,79,0,8.05,CA,1650742759
Sisimiut,66.9395,-53.6735,30.27,95,100,7.14,GL,1650742759
Daura,11.5538,11.4085,93.54,20,100,1.36,NG,1650742759
Mogadishu,2.0371,45.3438,83.44,73,33,14.29,SO,1650742760
Cochrane,51.1834,-114.4687,50.61,52,0,8.05,CA,1650742635
Beira,-19.8436,34.8389,75.29,100,75,0.0,MZ,1650742760
Tilichiki,60.4667,166.1,16.72,94,100,8.03,RU,1650742680
Kenora,49.8167,-94.4337,38.37,93,100,15.01,CA,1650742761
Puerto Ayacucho,5.6639,-67.6236,91.33,51,76,4.85,VE,1650742761
Xingtai,37.0631,114.4942,65.86,35,100,8.03,CN,1650742761
Lavrentiya,65.5833,-171.0,24.4,79,85,2.91,RU,1650742762
Iquique,-20.2208,-70.1431,69.84,71,42,5.95,CL,1650742762
Mahon,39.8885,4.2658,57.76,77,0,18.41,ES,1650742762
Batemans Bay,-35.7167,150.1833,57.09,94,11,4.47,AU,1650742666
Jacksonville,30.3322,-81.6556,82.09,57,75,14.97,US,1650742587
Kutum,14.2,24.6667,79.2,15,28,2.33,SD,1650742763
Pozhva,59.0912,56.0847,28.15,91,23,1.23,RU,1650742763
Adré,13.4667,22.2,87.1,12,13,8.12,TD,1650742784
Dingle,10.9995,122.6711,76.3,90,100,6.53,PH,1650742785
Aykino,62.2248,49.9922,33.66,99,100,2.13,RU,1650742785
Prince Rupert,54.3161,-130.3201,44.69,87,100,31.07,CA,1650742785
Vestmannaeyjar,63.4427,-20.2734,46.56,85,12,0.65,IS,1650742599
Fare,-16.7,-151.0167,80.37,76,95,9.42,PF,1650742786
Bhainsdehi,21.6467,77.6325,83.43,21,14,3.83,IN,1650742786
Forsytheganj,52.6333,29.7333,45.14,99,100,3.15,BY,1650742786
La Unión,-5.4,-80.75,84.96,47,3,14.41,PE,1650742787
Yanggu,36.1106,115.7753,65.59,72,74,13.22,CN,1650742787
Gejiu,23.306,103.1635,54.63,90,4,3.31,CN,1650742787
Catuday,16.2923,119.8062,80.33,77,6,6.89,PH,1650742787
Harlingen,26.1906,-97.6961,87.76,46,75,24.16,US,1650742673
Lokosovo,61.1333,74.8167,8.08,97,100,4.68,RU,1650742788
Kupang,-10.1667,123.5833,76.6,82,79,4.88,ID,1650742788
Horodnytsya,50.807,27.3168,41.97,93,77,3.85,UA,1650742788
Punto Fijo,11.6956,-70.1996,83.91,63,75,8.05,VE,1650742789
Alofi,-19.0595,-169.9187,75.09,100,92,2.3,NU,1650742789
Havelock,34.8791,-76.9013,80.98,62,20,8.05,US,1650742703
Lively,46.4334,-81.1498,42.03,83,100,9.55,CA,1650742690
Magdagachi,53.45,125.8,25.65,73,3,7.54,RU,1650742675
Lichinga,-13.3128,35.2406,68.09,77,20,5.75,MZ,1650742790
Mitsamiouli,-11.3847,43.2844,81.34,78,100,12.46,KM,1650742790
Jalu,29.0331,21.5482,71.53,38,0,16.89,LY,1650742790
Riverton,40.5219,-111.9391,52.34,55,0,18.41,US,1650742639
Masallātah,32.6167,14.0,61.45,62,0,9.62,LY,1650742791
Aklavik,68.2191,-135.0107,28.4,54,0,8.05,CA,1650742791
Rio de Janeiro,-22.9028,-43.2075,93.42,41,0,11.5,BR,1650742696
Alice Springs,-23.7,133.8833,60.35,55,40,5.75,AU,1650742791
Cartagena,10.3997,-75.5144,85.62,74,40,5.75,CO,1650742580
Ust-Kuyga,70.0167,135.6,-5.87,100,100,2.35,RU,1650742792
Yangi Marg`ilon,40.4272,71.7189,70.52,43,29,6.91,UZ,1650742792
Kontagora,10.3999,5.4695,80.85,62,100,8.03,NG,1650742792
Tigzirt,36.8886,4.1198,58.21,64,41,8.28,DZ,1650742793
Sampit,-2.5333,112.95,75.56,90,53,2.15,ID,1650742793
Gamba,-2.65,10.0,77.27,88,100,2.8,GA,1650742793
Kisangani,0.5167,25.2,71.19,97,63,1.39,CD,1650742794
Fairbanks,64.8378,-147.7164,47.25,46,0,6.91,US,1650742502
Kavieng,-2.5744,150.7967,81.54,77,63,11.27,PG,1650742794
Goedereede,51.8175,3.9806,60.8,54,96,5.99,NL,1650742794
Abnūb,27.2696,31.1511,77.22,15,5,6.98,EG,1650742795
San Carlos,9.6612,-68.5827,89.62,45,85,4.29,VE,1650742795
São Geraldo do Araguaia,-6.4006,-48.555,80.29,90,53,2.15,BR,1650742795
Buin,-33.7333,-70.75,75.52,28,94,7.43,CL,1650742795
Flinders,-34.5833,150.8552,57.06,90,2,3.0,AU,1650742796
La Asuncion,11.0333,-63.8628,80.47,71,12,13.98,VE,1650742796
Kankaanpää,61.8,22.4167,43.56,90,7,5.55,FI,1650742796
Villazón,-22.0866,-65.5942,65.61,7,2,13.18,BO,1650742797
Birao,10.2849,22.7882,91.9,19,100,2.44,CF,1650742797
Parit Buntar,5.1267,100.4932,82.42,92,70,3.0,MY,1650742797
Lata,40.1629,-8.3327,46.81,94,9,3.2,PT,1650742819
Killam,52.7834,-111.8518,51.75,43,22,6.91,CA,1650742819
Maumere,-8.6199,122.2111,79.63,76,61,4.27,ID,1650742819
Rawlins,41.7911,-107.2387,35.49,69,100,18.41,US,1650742820
Mosquera,4.7059,-74.2302,64.49,72,75,14.97,CO,1650742647
Labuhan,-6.8844,112.2051,78.76,87,96,3.87,ID,1650742820
Vilhena,-12.7406,-60.1458,79.02,73,75,8.05,BR,1650742820
Tupaciguara,-18.5922,-48.705,80.49,49,10,1.81,BR,1650742821
Zaterechnyy,44.7931,45.2097,53.73,60,26,8.66,RU,1650742821
Bilibino,68.0546,166.4372,8.82,94,97,1.07,RU,1650742821
Madang,-5.2246,145.7966,75.06,89,91,2.62,PG,1650742822
Shelburne,44.0787,-80.2041,52.59,70,94,14.23,CA,1650742822
Skwierzyna,52.5991,15.5065,55.49,61,100,4.41,PL,1650742822
Ashington,50.9331,-0.3909,57.81,69,100,23.02,GB,1650742822
Oranjemund,-28.55,16.4333,55.74,86,5,15.64,NA,1650742823
Vesele,47.0148,34.915,53.33,72,100,16.11,UA,1650742823
Altamont,42.2068,-121.7372,53.4,46,0,4.61,US,1650742823
Prince Albert,53.2001,-105.7677,48.15,53,75,10.36,CA,1650742824
Poum,-20.2333,164.0167,76.37,73,34,8.39,NC,1650742824
Kavaratti,10.5669,72.642,84.27,71,82,5.55,IN,1650742824
Esmeraldas,-19.7625,-44.3139,87.04,51,10,5.68,BR,1650742825
Clarence Town,-32.5833,151.7833,61.95,94,38,0.63,AU,1650742825
Muros,42.7762,-9.0603,55.83,76,29,7.34,ES,1650742825
Teya,60.3778,92.6267,17.19,98,100,2.39,RU,1650742826
Picton,-34.1833,150.6,54.9,94,63,2.82,AU,1650742826
Podgorodnyaya Pokrovka,51.8281,54.9874,41.16,77,100,9.93,RU,1650742826
Palafrugell,41.9174,3.1631,55.42,48,100,4.0,ES,1650742827
Uruana,-15.4981,-49.6875,78.35,64,67,4.7,BR,1650742827
Santa Isabel Rio Negro,-0.4139,-65.0192,81.18,89,94,1.32,BR,1650742827
Hatillo,18.4863,-66.8254,84.16,66,80,11.01,PR,1650742828
Tocopilla,-22.092,-70.1979,67.84,71,99,3.94,CL,1650742764
Warrnambool,-38.3833,142.4833,44.82,89,6,6.6,AU,1650742828
Old Saybrook,41.2918,-72.3762,66.07,36,0,5.75,US,1650742617
Olinda,-8.0089,-34.8553,83.93,74,40,10.36,BR,1650742732
Ranong,9.9658,98.6348,78.76,86,42,3.31,TH,1650742828
Ambovombe,-25.1667,46.0833,73.51,89,100,5.5,MG,1650742829
Fuerte Olimpo,-21.0415,-57.8738,90.09,46,59,3.47,PY,1650742829
Uptar,59.75,150.9167,12.83,77,100,4.34,RU,1650742829
Santa Vitória do Palmar,-33.5189,-53.3681,66.43,39,0,8.9,BR,1650742830
Pedasí,7.5333,-80.0333,82.0,69,79,6.55,PA,1650742830
Ahar,38.4774,47.0699,51.91,84,89,4.68,IR,1650742830
Olsztyn,53.7799,20.4942,44.56,88,99,11.65,PL,1650742831
Kiryat Gat,31.61,34.7642,75.4,100,0,6.38,IL,1650742831
Guarapari,-20.6667,-40.4975,84.88,63,0,8.52,BR,1650742831
Nyagan,62.1406,65.3936,29.21,96,100,7.65,RU,1650742832
Lethem,3.3803,-59.7968,90.99,49,95,5.28,GY,1650742679
Simpsonville,34.7371,-82.2543,83.39,47,40,13.8,US,1650742829
Ayagoz,47.9714,80.4392,43.72,51,100,14.47,KZ,1650742832
Bom Jesus,-9.0744,-44.3586,89.02,41,100,2.3,BR,1650742832
Mt. Pleasant,32.7941,-79.8626,81.09,63,0,10.36,US,1650742805
Kampong Thom,12.7111,104.8887,80.6,77,10,4.74,KH,1650742833
Mulegé,26.8833,-111.9833,75.51,38,0,14.47,MX,1650742833
Altos,-5.0381,-42.46,80.91,92,100,1.61,BR,1650742833
Moose Factory,51.2585,-80.6094,33.8,59,0,19.57,CA,1650742834
Banikoara,11.2985,2.4386,94.06,17,100,3.94,BJ,1650742834
Victor Harbor,-35.5667,138.6167,56.68,88,0,9.93,AU,1650742834
Marau,-28.4492,-52.2,63.59,73,3,4.56,BR,1650742835
Polunochnoye,60.8697,60.4153,25.54,97,100,1.68,RU,1650742835
Sistranda,63.7256,8.834,49.96,84,34,14.94,NO,1650742835
Ambanja,-13.6833,48.45,74.95,92,99,3.58,MG,1650742835
Kloulklubed,7.0419,134.2556,75.7,82,100,14.45,PW,1650742836
Luwuk,-0.9516,122.7875,77.52,87,93,1.88,ID,1650742836
Acámbaro,20.0333,-100.7333,85.23,20,55,7.34,MX,1650742836
Natchez,31.5604,-91.4032,81.84,51,40,13.8,US,1650742762
Bubaque,11.2833,-15.8333,77.47,80,4,18.16,GW,1650742837
Krasnoarmiys'k,48.282,37.1758,52.39,67,100,9.24,UA,1650742548
Dudinka,69.4058,86.1778,-12.69,100,100,2.68,RU,1650742837
